Timestamp,Data
2023-07-26 10:50:32.137621,| angle_pitch = 10.76 | angle_roll = 9.27
2023-07-26 10:50:32.141621,| angle_pitch = 10.44 | angle_roll = 9.17
2023-07-26 10:50:32.145688,| angle_pitch = 10.42 | angle_roll = 8.83
2023-07-26 10:50:32.149696,| angle_pitch = 10.30 | angle_roll = 9.06
2023-07-26 10:50:32.153290,| angle_pitch = 10.57 | angle_roll = 9.06
2023-07-26 10:50:32.157806,| angle_pitch = 10.63 | angle_roll = 9.08
2023-07-26 10:50:32.161808,| angle_pitch = 10.68 | angle_roll = 8.95
2023-07-26 10:50:32.166467,| angle_pitch = 10.85 | angle_roll = 9.17
2023-07-26 10:50:32.170425,| angle_pitch = 10.58 | angle_roll = 9.62
2023-07-26 10:50:32.174922,| angle_pitch = 10.63 | angle_roll = 8.88
2023-07-26 10:50:32.178763,| angle_pitch = 10.43 | angle_roll = 8.99
2023-07-26 10:50:32.181794,| angle_pitch = 10.68 | angle_roll = 9.02
2023-07-26 10:50:32.186890,| angle_pitch = 10.47 | angle_roll = 9.32
2023-07-26 10:50:32.190874,| angle_pitch = 10.82 | angle_roll = 9.28
2023-07-26 10:50:32.194410,| angle_pitch = 10.41 | angle_roll = 9.22
2023-07-26 10:50:32.198863,| angle_pitch = 10.26 | angle_roll = 9.19
2023-07-26 10:50:32.203512,| angle_pitch = 10.25 | angle_roll = 8.91
2023-07-26 10:50:32.206627,| angle_pitch = 10.47 | angle_roll = 9.13
2023-07-26 10:50:32.208598,| angle_pitch = 10.57 | angle_roll = 9.31
2023-07-26 10:50:32.211598,| angle_pitch = 10.57 | angle_roll = 8.94
2023-07-26 10:50:32.215684,| angle_pitch = 10.36 | angle_roll = 9.02
2023-07-26 10:50:32.219689,| angle_pitch = 10.57 | angle_roll = 8.90
2023-07-26 10:50:32.223215,| angle_pitch = 10.61 | angle_roll = 9.21
2023-07-26 10:50:32.228764,| angle_pitch = 10.46 | angle_roll = 9.13
2023-07-26 10:50:32.231794,| angle_pitch = 10.69 | angle_roll = 9.15
2023-07-26 10:50:32.236363,| angle_pitch = 10.48 | angle_roll = 9.17
2023-07-26 10:50:32.240363,| angle_pitch = 10.41 | angle_roll = 9.03
2023-07-26 10:50:32.244514,| angle_pitch = 10.48 | angle_roll = 8.78
2023-07-26 10:50:32.248449,| angle_pitch = 10.44 | angle_roll = 8.84
2023-07-26 10:50:32.253454,| angle_pitch = 10.56 | angle_roll = 9.27
2023-07-26 10:50:32.256508,| angle_pitch = 10.54 | angle_roll = 9.07
2023-07-26 10:50:32.261484,| angle_pitch = 10.61 | angle_roll = 9.12
2023-07-26 10:50:32.264502,| angle_pitch = 10.59 | angle_roll = 8.59
2023-07-26 10:50:32.269565,| angle_pitch = 10.32 | angle_roll = 9.09
2023-07-26 10:50:32.273125,| angle_pitch = 10.44 | angle_roll = 9.12
2023-07-26 10:50:32.277688,| angle_pitch = 10.62 | angle_roll = 8.75
2023-07-26 10:50:32.280686,| angle_pitch = 10.37 | angle_roll = 9.01
2023-07-26 10:50:32.285804,| angle_pitch = 10.63 | angle_roll = 8.89
2023-07-26 10:50:32.289888,| angle_pitch = 10.55 | angle_roll = 9.08
2023-07-26 10:50:32.293399,| angle_pitch = 10.53 | angle_roll = 9.23
2023-07-26 10:50:32.297944,| angle_pitch = 10.30 | angle_roll = 9.05
2023-07-26 10:50:32.300939,| angle_pitch = 10.66 | angle_roll = 9.12
2023-07-26 10:50:32.305493,| angle_pitch = 10.60 | angle_roll = 9.16
2023-07-26 10:50:32.310482,| angle_pitch = 10.47 | angle_roll = 9.33
2023-07-26 10:50:32.313987,| angle_pitch = 10.45 | angle_roll = 9.20
2023-07-26 10:50:32.317552,| angle_pitch = 10.71 | angle_roll = 8.84
2023-07-26 10:50:32.321591,| angle_pitch = 10.58 | angle_roll = 9.30
2023-07-26 10:50:32.326661,| angle_pitch = 10.60 | angle_roll = 8.90
2023-07-26 10:50:32.330652,| angle_pitch = 10.55 | angle_roll = 9.09
2023-07-26 10:50:32.334713,| angle_pitch = 10.75 | angle_roll = 8.84
2023-07-26 10:50:32.338738,| angle_pitch = 10.56 | angle_roll = 9.04
2023-07-26 10:50:32.341741,| angle_pitch = 10.51 | angle_roll = 9.02
2023-07-26 10:50:32.346792,| angle_pitch = 10.82 | angle_roll = 8.74
2023-07-26 10:50:32.350792,| angle_pitch = 10.49 | angle_roll = 8.80
2023-07-26 10:50:32.354929,| angle_pitch = 10.61 | angle_roll = 9.04
2023-07-26 10:50:32.358940,| angle_pitch = 10.68 | angle_roll = 8.78
2023-07-26 10:50:32.363466,| angle_pitch = 10.73 | angle_roll = 9.16
2023-07-26 10:50:32.366999,| angle_pitch = 10.68 | angle_roll = 9.07
2023-07-26 10:50:32.371074,| angle_pitch = 10.57 | angle_roll = 9.16
2023-07-26 10:50:32.375106,| angle_pitch = 10.44 | angle_roll = 9.02
2023-07-26 10:50:32.379115,| angle_pitch = 10.55 | angle_roll = 9.03
2023-07-26 10:50:32.383627,| angle_pitch = 10.77 | angle_roll = 8.86
2023-07-26 10:50:32.387667,| angle_pitch = 10.50 | angle_roll = 8.88
