Timestamp,Data
2023-07-27 11:44:10.917722,========================================
2023-07-27 11:44:10.921639,Calculating gyro offsets
2023-07-27 11:44:14.144650,DO NOT MOVE MPU6050...
2023-07-27 11:44:14.145650,Done!
2023-07-27 11:44:14.145650,X : -2.60
2023-07-27 11:44:14.145650,Y : -0.28
2023-07-27 11:44:14.148651,Z : -1.06
2023-07-27 11:44:14.149649,Program will start after 3 seconds
2023-07-27 11:44:17.151386,========================================
2023-07-27 11:44:17.155237,roll	pitch
2023-07-27 11:44:17.156233,-0.41	0.69
2023-07-27 11:44:17.171642,-1.35	2.15
2023-07-27 11:44:17.183753,-2.95	3.39
2023-07-27 11:44:17.200182,-4.01	4.02
2023-07-27 11:44:17.212201,-4.44	4.23
2023-07-27 11:44:17.225204,-4.51	4.17
2023-07-27 11:44:17.241334,-4.30	3.91
2023-07-27 11:44:17.253265,-4.22	3.67
2023-07-27 11:44:17.269202,-4.11	3.61
2023-07-27 11:44:17.281870,-3.94	3.43
2023-07-27 11:44:17.293874,-3.89	3.35
2023-07-27 11:44:17.310500,-3.74	3.20
2023-07-27 11:44:17.323463,-3.72	3.16
2023-07-27 11:44:17.339630,-3.70	3.12
2023-07-27 11:44:17.352401,-3.69	3.14
2023-07-27 11:44:17.364399,-3.67	3.02
2023-07-27 11:44:17.380506,-3.68	3.03
2023-07-27 11:44:17.392515,-3.65	2.97
2023-07-27 11:44:17.408514,-3.66	2.90
2023-07-27 11:44:17.421686,-3.69	2.97
2023-07-27 11:44:17.433514,-3.62	2.89
2023-07-27 11:44:17.449513,-3.57	2.86
2023-07-27 11:44:17.462511,-3.44	2.70
2023-07-27 11:44:17.479513,-3.39	2.68
2023-07-27 11:44:17.491520,-3.41	2.56
2023-07-27 11:44:17.503061,-3.38	2.66
2023-07-27 11:44:17.520032,-3.42	2.54
2023-07-27 11:44:17.531943,-3.46	2.37
2023-07-27 11:44:17.547941,-3.41	2.33
2023-07-27 11:44:17.561033,-3.33	2.42
2023-07-27 11:44:17.572940,-3.34	2.38
2023-07-27 11:44:17.588943,-3.25	2.35
2023-07-27 11:44:17.601820,-3.28	2.36
2023-07-27 11:44:17.617748,-3.21	2.19
