Timestamp,Data
2023-07-26 10:32:14.483723,10
2023-07-26 10:32:14.483723,| angle_pitch = 10.93 | angle_roll = 8.93
2023-07-26 10:32:14.483723,| angle_pitch = 11.16 | angle_roll = 8.73
