Timestamp,pitch,roll
02:13.2,-0.86,23.88
02:13.3,-21.54,10.33
02:13.3,-5.99,11.91
02:13.3,-18.63,-2.89
02:13.3,-14.98,-3.5
02:13.3,6.26,13.92
02:13.3,-22.5,-3.11
02:13.3,-0.35,42
02:13.3,-5.77,-0.05
02:13.3,21.09,-0.91
02:13.3,-10.86,56.83
02:13.3,78.19,5.57
02:13.3,-55.77,21.92
02:13.3,-13.78,71.46
02:13.3,-32.46,-1.85
02:13.3,-27.66,-13.28
02:13.3,-23.74,20.96
02:13.3,-24.7,20.57
02:13.3,-34.1,-1.99
02:13.3,-25.36,21.64
02:13.3,-6.09,9.05
02:13.3,0.1,13.55
02:13.3,45.02,20.65
02:13.3,-19.67,29.2
02:13.3,-7.64,31.66
02:13.3,-18.49,38.59
02:13.4,16.87,51.7
02:13.4,-23.18,-11.21
02:13.4,-24.64,27.51
02:13.4,4.56,-27.46
02:13.4,-14.67,-8.28
02:13.4,-51.53,23.82
02:13.4,-13.68,74.1
02:13.4,-4.76,41.27
02:13.4,-26.21,53.4
