Timestamp,Data
2023-08-02 14:14:47.244174,AcX	AcY	AcZ	GyX	GyY	GyZ
2023-08-02 14:14:50.980005,125	-59	4808	-174	6	-65
2023-08-02 14:14:51.005116,126	-56	4806	-174	6	-64
2023-08-02 14:14:51.029152,129	-58	4808	-173	6	-63
2023-08-02 14:14:51.058155,126	-57	4807	-173	6	-62
2023-08-02 14:14:51.083327,127	-55	4801	-173	5	-63
2023-08-02 14:14:51.111435,107	-64	4801	-170	-7	-55
2023-08-02 14:14:51.136021,85	-59	4813	-169	-17	-23
2023-08-02 14:14:51.164905,152	-49	4803	-168	-10	-35
2023-08-02 14:14:51.193063,178	-54	4804	-172	-42	15
2023-08-02 14:14:51.222163,163	-47	4791	-178	-10	-29
2023-08-02 14:14:51.246067,84	-61	4807	-174	16	-74
2023-08-02 14:14:51.271080,199	-50	4803	-173	29	-82
2023-08-02 14:14:51.300214,198	-63	4818	-175	38	-101
2023-08-02 14:14:51.328347,153	-52	4816	-183	26	-74
2023-08-02 14:14:51.353215,-33	-64	4791	-180	0	-65
2023-08-02 14:14:51.381597,-46	-57	4800	-169	-28	-28
2023-08-02 14:14:51.410719,120	-77	4837	-163	-23	-96
2023-08-02 14:14:51.434693,319	5	4760	-147	-38	-86
2023-08-02 14:14:51.463593,148	-47	4816	-170	11	-63
2023-08-02 14:14:51.488300,98	-71	4816	-168	6	-55
2023-08-02 14:14:51.517206,135	-57	4814	-155	-22	-18
2023-08-02 14:14:51.545342,164	-38	4802	-159	-16	-38
2023-08-02 14:14:51.570303,138	-23	4810	-171	-5	-6
2023-08-02 14:14:51.594627,99	-46	4806	-165	-7	-28
2023-08-02 14:14:51.623547,155	-50	4806	-169	4	-40
2023-08-02 14:14:51.647517,121	-44	4802	-172	8	-43
2023-08-02 14:14:51.676607,105	-73	4798	-182	19	-20
2023-08-02 14:14:51.696924,89	-95	4831	-168	4	86
2023-08-02 14:14:51.726298,76	-77	4809	-176	24	210
2023-08-02 14:14:51.750295,136	-68	4786	-176	15	272
2023-08-02 14:14:51.779305,118	-51	4810	-175	7	286
2023-08-02 14:14:51.803821,139	-64	4806	-175	23	274
2023-08-02 14:14:51.832822,255	-89	4865	-202	20	401
2023-08-02 14:14:51.860950,739	-189	4912	-176	-85	1068
2023-08-02 14:14:51.893558,812	-83	5041	-109	-100	1703
2023-08-02 14:14:51.918505,858	22	4901	-56	-104	1695
2023-08-02 14:14:51.946394,440	45	4858	-474	34	954
2023-08-02 14:14:51.975566,40	165	5126	-297	-194	-195
2023-08-02 14:14:52.004037,-473	5	4494	-270	524	-2161
2023-08-02 14:14:52.037039,-1082	-351	5056	-430	-260	-2962
2023-08-02 14:14:52.073980,-1999	-695	5311	382	-1323	-3771
2023-08-02 14:14:52.107118,-1850	-1114	5141	-333	-3658	-4414
