Timestamp,Data
2023-08-02 16:10:26.477137,1AcX	AcY	AcZ	GyX	GyY	GyZ
2023-08-02 16:10:30.596083,-3514	-925	4884	-797	304	-152
2023-08-02 16:10:30.628549,-3396	-890	4416	-639	-407	-485
2023-08-02 16:10:30.657619,-3639	-657	4329	82	-89	221
2023-08-02 16:10:30.686016,-5692	-880	4636	125	552	705
2023-08-02 16:10:30.714528,-2873	-738	4445	252	424	343
2023-08-02 16:10:30.747633,-2293	-1093	4641	233	448	-731
2023-08-02 16:10:30.780525,-819	-401	5142	-655	258	-1557
2023-08-02 16:10:30.816386,-1512	-585	4920	-228	-487	-2412
2023-08-02 16:10:30.849486,-3464	-1423	4764	-158	-327	-2253
2023-08-02 16:10:30.882559,-4572	712	4968	337	-177	-2323
2023-08-02 16:10:30.915690,-3953	-797	4520	-45	19	-3007
2023-08-02 16:10:30.948624,-3072	-848	4728	-317	566	-3493
2023-08-02 16:10:30.980785,-3826	-1313	5572	-377	-341	-3847
2023-08-02 16:10:31.013719,-1776	-934	4859	-351	145	-3358
2023-08-02 16:10:31.050723,-1200	-556	4586	-304	167	-2208
2023-08-02 16:10:31.082776,-2702	-693	4376	121	-319	-1087
2023-08-02 16:10:31.112275,-1769	-753	4829	-82	15	-647
2023-08-02 16:10:31.140950,-4480	-966	4761	-595	538	90
2023-08-02 16:10:31.177118,-4038	-1142	4534	-263	256	1230
2023-08-02 16:10:31.206557,-1926	-595	4824	-325	410	2320
2023-08-02 16:10:31.238849,-1627	-811	4548	-598	857	2155
2023-08-02 16:10:31.271063,-2065	-586	4546	707	1145	1118
2023-08-02 16:10:31.304585,-2321	-1082	4652	275	1767	699
2023-08-02 16:10:31.336590,-2685	-613	4516	-1172	2245	864
2023-08-02 16:10:31.369590,-2594	-804	4557	-548	1753	723
2023-08-02 16:10:31.402156,-4516	-436	4759	-564	957	272
2023-08-02 16:10:31.431283,-2348	-757	4454	-142	359	-458
2023-08-02 16:10:31.468149,-3369	1251	4322	1189	-700	-1392
2023-08-02 16:10:31.500674,-3985	-558	4460	521	-1064	-1805
2023-08-02 16:10:31.537788,-2797	-285	5315	-1067	-1407	-1402
2023-08-02 16:10:31.566466,-996	5	5050	-413	-1568	-870
2023-08-02 16:10:31.599153,-477	-212	4446	65	-1038	-443
2023-08-02 16:10:31.632095,-2866	-703	5066	-15	-751	-220
2023-08-02 16:10:31.660635,-3461	-1194	4641	475	-454	79
2023-08-02 16:10:31.689117,-5126	-973	4525	19	-480	17
2023-08-02 16:10:31.722163,-2336	-440	5361	-604	-312	407
2023-08-02 16:10:31.755164,-694	-117	4925	-738	-410	865
2023-08-02 16:10:31.787716,-706	-350	4690	-207	-467	456
2023-08-02 16:10:31.816695,-2262	-843	5336	-26	-525	524
2023-08-02 16:10:31.844827,-1974	-828	4694	388	49	572
2023-08-02 16:10:31.874083,-785	-436	4695	150	353	446
2023-08-02 16:10:31.906456,-836	-247	4683	-872	362	895
2023-08-02 16:10:31.939508,-2743	-1278	4617	-845	-225	1087
2023-08-02 16:10:31.972450,-902	-657	4941	-399	-664	711
2023-08-02 16:10:32.000056,-1160	-1008	5219	115	-450	633
2023-08-02 16:10:32.033061,-1504	-328	4876	410	386	503
2023-08-02 16:10:32.062197,-3205	-650	4552	54	401	12
2023-08-02 16:10:32.091345,-5327	-931	4530	-754	552	-98
2023-08-02 16:10:32.127496,-5021	-1403	4127	-683	-356	-150
2023-08-02 16:10:32.160822,-4006	-1232	4596	-298	-525	-52
2023-08-02 16:10:32.189355,-3124	-868	5518	422	-425	423
2023-08-02 16:10:32.221457,-1538	-258	-258	-258	-258	-258
2023-08-02 16:10:32.254767,-1205	-916	4829	-55	592	526
2023-08-02 16:10:32.282899,-886	-455	5259	-649	-83	627
2023-08-02 16:10:32.315640,-3453	-557	5048	-433	-654	636
2023-08-02 16:10:32.348628,-6510	-1155	4495	-177	-462	993
2023-08-02 16:10:32.381676,-5207	-1065	4863	288	-49	1431
2023-08-02 16:10:32.414206,-4238	-1281	4870	236	386	1485
2023-08-02 16:10:32.447231,-3380	-1242	4619	-253	628	1516
2023-08-02 16:10:32.480236,-3369	-1183	5058	-393	-117	2112
2023-08-02 16:10:32.516741,-5168	-1216	4912	-357	-384	1799
2023-08-02 16:10:32.549742,-5004	-1592	4766	-356	272	1421
2023-08-02 16:10:32.578753,-2536	-1158	4651	363	212	918
2023-08-02 16:10:32.611098,-2161	-565	4702	262	350	551
2023-08-02 16:10:32.639960,-2014	-374	4695	-452	524	108
2023-08-02 16:10:32.672645,-2214	-865	4638	-616	-482	-413
2023-08-02 16:10:32.709276,-4534	-1237	5121	-408	-422	-877
2023-08-02 16:10:32.741848,-4461	-691	5549	141	-392	-676
2023-08-02 16:10:32.774804,-3740	-1179	4738	114	346	-668
2023-08-02 16:10:32.803235,-2752	-879	4451	-42	551	-902
2023-08-02 16:10:32.836246,-2522	-544	4980	-483	52	-1185
2023-08-02 16:10:32.868585,-3450	-853	4595	-654	-415	-1195
2023-08-02 16:10:32.905389,-2792	-1199	4796	-246	-547	-811
2023-08-02 16:10:32.939276,-2793	-1068	4788	466	-129	-370
2023-08-02 16:10:32.971356,-2953	-1277	4839	124	559	-464
2023-08-02 16:10:33.003724,-2353	-937	5032	-257	434	-657
2023-08-02 16:10:33.036720,-5400	-1142	4973	-438	-189	-804
2023-08-02 16:10:33.069726,-4170	-1719	5026	-480	-259	-730
2023-08-02 16:10:33.098839,-2932	-1183	4726	-261	9	78
2023-08-02 16:10:33.131426,-5685	-1042	4521	291	10	515
2023-08-02 16:10:33.159476,-6469	-1235	4519	77	409	644
2023-08-02 16:10:33.192370,-4653	-1727	4719	-534	403	247
2023-08-02 16:10:33.225374,-2964	-1383	5054	-337	-435	-352
2023-08-02 16:10:33.262402,-3541	-1071	4827	-199	-323	-659
2023-08-02 16:10:33.291117,-4952	-800	5127	-13	137	-187
2023-08-02 16:10:33.319111,-3160	-882	4439	81	166	200
2023-08-02 16:10:33.348296,-2313	-691	4436	14	502	-70
2023-08-02 16:10:33.381246,-2360	-918	4902	-764	519	-396
2023-08-02 16:10:33.417858,-2530	-1183	4748	-326	-125	-639
2023-08-02 16:10:33.449836,-4057	-745	5260	-80	-299	-486
2023-08-02 16:10:33.478920,-4847	-938	5327	61	-342	228
2023-08-02 16:10:33.507646,-3171	-1057	4670	179	308	180
2023-08-02 16:10:33.540665,-3410	-1041	4592	-39	177	-145
2023-08-02 16:10:33.573673,-4558	-1268	5308	-538	179	-639
2023-08-02 16:10:33.610801,-1816	-859	5104	-214	-475	-1096
2023-08-02 16:10:33.643351,-2926	-1027	4791	-408	-103	-859
2023-08-02 16:10:33.675382,-1991	-694	4945	78	-135	-101
2023-08-02 16:10:33.705063,-2573	-467	4830	157	-116	-83
2023-08-02 16:10:33.737118,-5675	-344	4812	-262	88	-108
2023-08-02 16:10:33.766103,-5852	-31	5792	-67	-166	-70
2023-08-02 16:10:33.798519,-3460	-75	5312	-115	-499	-170
2023-08-02 16:10:33.831654,-5363	-643	4809	-307	-162	382
2023-08-02 16:10:33.860568,-5288	-1334	4290	13	39	934
2023-08-02 16:10:33.888365,-3437	-967	4756	70	-251	484
2023-08-02 16:10:33.921475,-4140	-362	4804	-364	19	-108
2023-08-02 16:10:33.954376,-1533	-303	5395	-275	233	-565
2023-08-02 16:10:33.987505,-2805	-504	5321	-91	-240	-877
2023-08-02 16:10:34.020020,-1686	-1122	4617	-148	-121	-351
2023-08-02 16:10:34.048145,-1277	-771	4860	6	-363	241
2023-08-02 16:10:34.081239,-1719	-947	4490	59	-225	-213
2023-08-02 16:10:34.114171,-2104	-1037	4707	-145	89	-615
2023-08-02 16:10:34.146714,-3837	-657	5187	-165	370	-730
2023-08-02 16:10:34.179836,-2831	-616	4851	-220	-108	-438
2023-08-02 16:10:34.208505,-2426	-696	4534	-436	282	155
2023-08-02 16:10:34.241485,-1556	-1033	5013	-139	-515	153
2023-08-02 16:10:34.273607,-722	-596	5011	222	-468	-441
2023-08-02 16:10:34.306959,-2038	-895	4407	-109	341	-748
2023-08-02 16:10:34.338791,-4608	-1018	5166	-106	335	-690
2023-08-02 16:10:34.372282,-4107	-763	4840	-393	93	-374
2023-08-02 16:10:34.405242,-3477	-1039	4752	-585	-75	-110
2023-08-02 16:10:34.437525,-2376	-864	4603	318	-323	-613
2023-08-02 16:10:34.466449,-5781	-861	4783	-41	-384	-895
2023-08-02 16:10:34.499389,-6157	-1069	5056	-78	60	-885
2023-08-02 16:10:34.531516,-4722	-790	5463	-38	331	-264
2023-08-02 16:10:34.560644,-3720	-979	4557	-567	380	-1
2023-08-02 16:10:34.593357,-2887	-893	4354	-663	-78	-220
2023-08-02 16:10:34.625830,-2730	-1099	5095	-23	-867	-675
2023-08-02 16:10:34.658978,-2962	-1117	4892	74	-409	-1010
2023-08-02 16:10:34.691849,-3853	-459	4732	-106	226	-752
2023-08-02 16:10:34.720688,-6378	223	5504	-268	293	-27
2023-08-02 16:10:34.752740,-5489	-351	4699	-618	331	291
2023-08-02 16:10:34.785924,-3429	-1243	4589	-435	-167	-79
2023-08-02 16:10:34.818639,-4646	-1178	4897	127	-715	-613
2023-08-02 16:10:34.851641,-5041	-666	5140	247	-314	-842
2023-08-02 16:10:34.883799,-6222	-827	4426	-199	458	-489
2023-08-02 16:10:34.912624,-5694	143	5126	-688	561	203
2023-08-02 16:10:34.945624,-5543	-463	4715	-684	255	351
2023-08-02 16:10:34.978647,-3309	-462	4343	-111	-193	-18
2023-08-02 16:10:35.006994,-4719	-691	4986	46	-788	-254
2023-08-02 16:10:35.040029,-5245	-713	5092	539	-141	-363
2023-08-02 16:10:35.067976,-7167	-845	4870	54	290	-98
2023-08-02 16:10:35.101340,-5302	-882	4934	-979	563	100
2023-08-02 16:10:35.130203,-6109	-398	4844	-606	100	124
2023-08-02 16:10:35.162810,-5211	-525	4834	-369	-436	-142
2023-08-02 16:10:35.195283,-2589	-816	4959	28	-434	-216
2023-08-02 16:10:35.224037,-1308	-384	4784	695	-89	116
2023-08-02 16:10:35.252889,-1666	-796	4747	45	419	34
2023-08-02 16:10:35.285155,-4793	-694	4840	-894	158	92
2023-08-02 16:10:35.314282,-2356	-540	4807	-843	-139	77
2023-08-02 16:10:35.347243,-2062	-771	4416	-510	-224	-197
2023-08-02 16:10:35.379474,-5769	-1039	4668	227	-110	-186
2023-08-02 16:10:35.412145,-5160	-545	4608	653	124	235
2023-08-02 16:10:35.441310,-4402	-449	4638	-29	93	-86
2023-08-02 16:10:35.473764,-5319	-258	-258	-258	-258	-258
2023-08-02 16:10:56.801049,AcX	AcY	AcZ	GyX	GyY	GyZ
2023-08-02 16:10:56.829335,227	-63	4850	-169	-353	-1284
2023-08-02 16:10:56.861961,196	-146	4854	-234	-310	-1235
2023-08-02 16:10:56.894805,199	-271	4954	-207	-251	-985
2023-08-02 16:10:56.923928,161	-240	4807	-104	-129	-558
2023-08-02 16:10:56.952161,91	-174	4785	-333	-238	37
2023-08-02 16:10:56.984105,185	-239	4805	-267	-273	230
2023-08-02 16:10:57.013135,397	-262	4866	-262	-297	374
2023-08-02 16:10:57.041994,437	-314	4758	-212	-253	682
2023-08-02 16:10:57.074461,400	-241	4811	-305	-356	724
2023-08-02 16:10:57.103715,493	-231	4949	-317	-33	434
2023-08-02 16:10:57.127883,373	-145	4847	19	-133	0
2023-08-02 16:10:57.152554,156	56	4680	159	35	-572
2023-08-02 16:10:57.180937,127	49	4640	290	-63	-1021
2023-08-02 16:10:57.209789,247	142	4840	62	451	-850
2023-08-02 16:10:57.238499,-155	85	4384	-199	488	-676
2023-08-02 16:10:57.267007,-385	429	4566	-500	379	-237
2023-08-02 16:10:57.296084,-266	396	4825	-273	69	444
2023-08-02 16:10:57.328937,-350	311	4982	-41	-135	1154
2023-08-02 16:10:57.357271,-335	467	4721	-268	-99	1696
2023-08-02 16:10:57.390207,-521	301	4691	-156	-292	2190
2023-08-02 16:10:57.419327,-275	284	4491	-136	-176	2893
2023-08-02 16:10:57.451989,-248	135	4605	-325	-104	3784
2023-08-02 16:10:57.480093,-62	-11	4634	-187	-88	4287
2023-08-02 16:10:57.509081,461	-652	4408	-349	173	3815
2023-08-02 16:10:57.541465,569	-1210	4625	-554	461	2370
2023-08-02 16:10:57.570601,304	-857	4662	-146	234	154
2023-08-02 16:10:57.599465,193	-485	4772	65	-226	-1660
2023-08-02 16:10:57.627583,-79	-178	4863	12	120	-2774
2023-08-02 16:10:57.660080,-103	-159	4449	-174	50	-2901
2023-08-02 16:10:57.688988,117	7	4592	-469	262	-2135
2023-08-02 16:10:57.717288,-24	-57	4582	-22	-173	-1083
2023-08-02 16:10:57.746347,101	-30	4667	-471	277	-74
2023-08-02 16:10:57.775422,228	-167	4887	-405	146	271
2023-08-02 16:10:57.803568,91	-257	4808	-551	287	51
2023-08-02 16:10:57.831445,23	-274	4996	-141	193	-569
2023-08-02 16:10:57.860963,-371	-498	4673	194	198	-1224
2023-08-02 16:10:57.894161,-2996	-543	4760	61	184	-1489
2023-08-02 16:10:57.926408,-3611	-671	4788	-230	1	-1165
2023-08-02 16:10:57.959077,-4983	-1070	4352	-560	-28	-633
2023-08-02 16:10:57.992050,-4670	-735	4657	-269	143	-572
2023-08-02 16:10:58.025184,-5740	-1045	4625	-228	297	-527
2023-08-02 16:10:58.053522,-3000	-930	4685	171	122	-543
2023-08-02 16:10:58.086511,-3645	-94	4659	29	-210	-484
2023-08-02 16:10:58.115346,-5123	-446	4503	-449	68	25
2023-08-02 16:10:58.147922,-3127	-685	4684	-410	-322	513
2023-08-02 16:10:58.176830,-2316	-551	4406	-384	-110	317
2023-08-02 16:10:58.209776,-2585	-1172	4470	-76	167	-196
2023-08-02 16:10:58.241596,-5241	-532	5269	229	92	-352
2023-08-02 16:10:58.270747,-5036	-978	4731	325	27	-261
2023-08-02 16:10:58.303645,-4895	-757	4730	-152	-155	14
2023-08-02 16:10:58.331925,-5229	-665	4994	-479	-391	101
2023-08-02 16:10:58.365222,-4601	-948	4853	-78	-573	-322
2023-08-02 16:10:58.397882,-5355	-960	4918	-68	33	-1167
2023-08-02 16:10:58.430888,-3209	-677	4986	-101	537	-1511
2023-08-02 16:10:58.459233,-2824	-662	4583	81	470	-822
2023-08-02 16:10:58.492151,-2041	-856	4626	-234	-357	192
2023-08-02 16:10:58.524277,-3681	-903	4490	-791	-334	529
2023-08-02 16:10:58.557071,-3442	-628	4499	-10	-122	207
2023-08-02 16:10:58.586210,-4071	-653	4925	25	240	-315
2023-08-02 16:10:58.615078,-3745	-634	4764	56	557	-767
2023-08-02 16:10:58.647694,-4709	-785	5347	20	245	-413
2023-08-02 16:10:58.680655,-5679	-1178	4836	-484	-203	319
2023-08-02 16:10:58.712567,-5528	-966	4759	-483	-455	546
2023-08-02 16:10:58.741329,-5744	-544	5187	-11	-577	406
2023-08-02 16:10:58.774632,-6126	-1117	4653	266	89	110
2023-08-02 16:10:58.803487,-5480	-733	4690	400	615	-299
2023-08-02 16:10:58.836222,-2915	-452	4470	-268	721	-283
2023-08-02 16:10:58.864325,-3232	-997	4400	-570	57	-73
2023-08-02 16:10:58.897588,-4194	-578	4869	-614	-573	20
2023-08-02 16:10:58.930060,-3395	-1008	4658	-340	-225	17
2023-08-02 16:10:58.958349,-4623	-1457	4209	398	229	-57
2023-08-02 16:10:58.991352,-2888	-941	4656	228	503	-220
2023-08-02 16:10:59.024359,-3849	-1018	4694	-244	287	-240
2023-08-02 16:10:59.056635,-5254	-166	5223	-675	-428	-117
2023-08-02 16:10:59.089627,-5621	-907	4840	-626	-313	-65
2023-08-02 16:10:59.122769,-4545	-817	4706	-64	-107	319
2023-08-02 16:10:59.155906,-5886	-823	4919	357	-217	1963
2023-08-02 16:10:59.184066,-3205	-557	4816	367	252	2964
2023-08-02 16:10:59.216905,-5209	-591	4798	-248	223	2821
2023-08-02 16:10:59.249607,-3883	-868	4840	-1096	-108	2359
2023-08-02 16:10:59.286645,-4702	-956	4665	-446	-112	2809
2023-08-02 16:10:59.314929,-5196	-964	4881	141	86	4054
2023-08-02 16:10:59.348192,-4633	-1118	4649	-71	574	4854
2023-08-02 16:10:59.376169,-3163	-958	4515	122	13	4252
2023-08-02 16:10:59.408930,-3191	-873	4430	-530	374	2403
2023-08-02 16:10:59.438280,-6215	146	4650	-971	72	175
2023-08-02 16:10:59.471283,-5121	-381	5153	-474	-144	-79
2023-08-02 16:10:59.499405,-4730	-880	5420	-209	54	1169
2023-08-02 16:10:59.532423,-5750	-594	5229	493	228	2665
2023-08-02 16:10:59.565271,-4530	-710	5666	622	-253	3450
2023-08-02 16:10:59.597170,-4497	-818	5108	-283	203	2353
2023-08-02 16:10:59.630548,-3704	-665	4779	-713	-438	-74
2023-08-02 16:10:59.663277,-3262	-796	5218	-832	-64	-1220
2023-08-02 16:10:59.692297,-2522	-831	4690	-116	-19	144
2023-08-02 16:10:59.724309,-3536	-615	5041	544	146	2011
2023-08-02 16:10:59.757598,-4046	-786	5765	498	-51	3258
2023-08-02 16:10:59.786592,-5289	-910	4625	-50	-65	2350
2023-08-02 16:10:59.819042,-3585	-1450	4867	-737	-600	3
2023-08-02 16:10:59.851862,-4421	-1010	4941	-1001	369	-1302
2023-08-02 16:10:59.884825,-4280	-1206	4918	3	258	-575
2023-08-02 16:10:59.917096,-4509	-1021	4758	300	448	1117
2023-08-02 16:10:59.946042,-4765	-471	4896	101	414	2147
2023-08-02 16:10:59.978950,-2947	-681	4563	-127	47	1385
2023-08-02 16:11:00.010941,-4394	-953	5037	-435	-297	-938
2023-08-02 16:11:00.044274,-5482	-578	4750	-950	123	-2305
2023-08-02 16:11:00.077164,-4045	-1079	4683	-156	74	-555
