Timestamp,Data,,,,,,,,,
2023-08-01 09:38:47.3847,"625	-177	-1	-63",,,,,,,,,
2023-08-01 09:38:47.3847,"153	3987	631	-182	-4	-58",,,,,,,129-19,,
2023-08-01 09:38:47.3847,"151	3993	623	-172	-2	-59",,,,,,,110,03.03,12.4312
2023-08-01 09:38:47.3847,"157	3990	613	-162	-1	-60",,,,,,,,0.00000031555134 ,0.02754545454545 
2023-08-01 09:38:47.3847,"158	3989	614	-194	-10	-59",,,,,,,,,
2023-08-01 09:38:47.3847,"15989	625	-177	-1	-63",,,,,,,,0.00000031555134 ,0.02754545454545 
2023-08-01 09:38:47.3847,"153	3987	631	-182	-4	-58",,,,,,,,,
2023-08-01 09:38:47.3847,"151	3993	623	-172	-2	-59",,,,,,,,,
2023-08-01 09:38:47.3847,"157	3990	613	-162	-1	-60",,,,,,,,,
2023-08-01 09:38:47.3847,"158	3989	614	-194	-10	-59",,,,,,,,,
2023-08-01 09:38:47.3847,"15AcX	AcY	AcZ	GyX	GyY	GyZ",,,,,,,,,
2023-08-01 09:38:47.3847,"152	3995	601	-206	-15	-60",,,,,,,,,
2023-08-01 09:38:47.3847,"156	3990	617	-218	-12	-57",,,,,,,,,
2023-08-01 09:38:47.3847,"159	3988	629	-211	-5	-55",,,,,,,,,
2023-08-01 09:38:47.3847,"172	3987	631	-165	-2	-60",,,,,,,,,
2023-08-01 09:38:47.3847,"169	3990	609	-150	6	-63",,,,,,,,,
2023-08-01 09:38:47.3847,"151	3993	596	-176	-4	-61",,,,,,,,,
2023-08-01 09:38:47.3847,"149	3988	619	-207	-7	-58",,,,,,,,,
2023-08-01 09:38:48.3848,"150	3991	627	-181	-5	-55",,,,,,,,,
2023-08-01 09:38:48.3848,"163	3991	612	-159	-2	-54",,,,,,,,,
2023-08-01 09:38:48.3848,"164	3994	610	-188	-11	-62",,,,,,,,,
2023-08-01 09:38:48.3848,"156	3993	624	-203	-8	-62",,,,,,,,,
2023-08-01 09:38:48.3848,"156	3987	631	-180	-6	-57",,,,,,,,,
2023-08-01 09:38:48.3848,"152	3987	622	-165	-2	-58",,,,,,,,,
2023-08-01 09:38:48.3848,"163	3986	610	-170	-3	-60",,,,,,,,,
2023-08-01 09:38:48.3848,"158	3991	618	-201	-12	-59",,,,,,,,,
2023-08-01 09:38:48.3848,"144	3987	628	-181	-5	-58",,,,,,,,,
2023-08-01 09:38:48.3848,"155	3990	615	-162	0	-57",,,,,,,,,
2023-08-01 09:38:48.3848,"164	3989	611	-186	-7	-57",,,,,,,,,
2023-08-01 09:38:48.3848,"158	3987	625	-190	-7	-58",,,,,,,,,
2023-08-01 09:38:48.3848,"155	3986	622	-176	-3	-60",,,,,,,,,
2023-08-01 09:38:48.3848,"152	3990	615	-162	-2	-58",,,,,,,,,
2023-08-01 09:38:48.3848,"150	3992	605	-176	-5	-59",,,,,,,,,
2023-08-01 09:38:48.3848,"163	3993	620	-204	-10	-58",,,,,,,,,
2023-08-01 09:38:48.3848,"164	3991	638	-181	-6	-59",,,,,,,,,
2023-08-01 09:38:48.3848,"158	3987	619	-145	2	-65",,,,,,,,,
2023-08-01 09:38:48.3848,"153	3997	601	-170	-4	-63",,,,,,,,,
2023-08-01 09:38:48.3848,"151	3992	623	-214	-12	-59",,,,,,,,,
2023-08-01 09:38:48.3848,"155	3988	637	-176	-4	-62",,,,,,,,,
2023-08-01 09:38:48.3848,"157	3994	611	-139	7	-61",,,,,,,,,
2023-08-01 09:38:48.3848,"149	3988	603	-184	-8	-60",,,,,,,,,
2023-08-01 09:38:48.3848,"153	3994	619	-213	-6	-61",,,,,,,,,
2023-08-01 09:38:48.3848,"155	3989	631	-175	-5	-55",,,,,,,,,
2023-08-01 09:38:48.3848,"159	3986	611	-157	4	-59",,,,,,,,,
2023-08-01 09:38:48.3848,"169	3989	607	-181	-5	-59",,,,,,,,,
2023-08-01 09:38:48.3848,"160	3985	621	-197	-6	-56",,,,,,,,,
2023-08-01 09:38:48.3848,"162	3992	620	-174	-1	-62",,,,,,,,,
2023-08-01 09:38:48.3848,"162	3992	611	-171	-2	-59",,,,,,,,,
2023-08-01 09:38:48.3848,"154	3986	609	-185	-6	-59",,,,,,,,,
2023-08-01 09:38:48.3848,"154	3996	613	-186	-5	-57",,,,,,,,,
2023-08-01 09:38:48.3848,"157	3989	619	-175	-1	-57",,,,,,,,,
2023-08-01 09:38:48.3848,"164	3993	618	-179	-5	-58",,,,,,,,,
2023-08-01 09:38:48.3848,"162	3994	621	-177	-4	-60",,,,,,,,,
2023-08-01 09:38:48.3848,"157	3992	619	-178	-5	-60",,,,,,,,,
2023-08-01 09:38:49.3849,"149	3991	619	-178	-4	-62",,,,,,,,,
2023-08-01 09:38:49.3849,"160	3989	621	-173	-5	-60",,,,,,,,,
2023-08-01 09:38:49.3849,"159	3991	623	-185	-6	-60",,,,,,,,,
2023-08-01 09:38:49.3849,"156	3991	620	-179	-4	-61",,,,,,,,,
2023-08-01 09:38:49.3849,"156	3990	623	-174	-3	-62",,,,,,,,,
2023-08-01 09:38:49.3849,"155	3991	618	-179	-5	-62",,,,,,,,,
2023-08-01 09:38:49.3849,"158	3985	620	-174	-2	-56",,,,,,,,,
2023-08-01 09:38:49.3849,"161	3989	618	-183	-3	-60",,,,,,,,,
2023-08-01 09:38:49.3849,"166	3987	625	-180	-3	-63",,,,,,,,,
2023-08-01 09:38:49.3849,"154	3993	620	-166	0	-63",,,,,,,,,
2023-08-01 09:38:49.3849,"152	3993	610	-174	-2	-64",,,,,,,,,
2023-08-01 09:38:49.3849,"150	3993	613	-181	-6	-60",,,,,,,,,
2023-08-01 09:38:49.3849,"156	3993	624	-182	-5	-61",,,,,,,,,
2023-08-01 09:38:49.3849,"163	3988	627	-175	-6	-62",,,,,,,,,
2023-08-01 09:38:49.3849,"158	3993	621	-172	-5	-60",,,,,,,,,
2023-08-01 09:38:49.3849,"151	3995	617	-174	-4	-63",,,,,,,,,
2023-08-01 09:38:49.3849,"152	3994	616	-175	-3	-62",,,,,,,,,
2023-08-01 09:38:49.3849,"152	3992	612	-180	-3	-60",,,,,,,,,
2023-08-01 09:38:49.3849,"160	3991	625	-183	-4	-61",,,,,,,,,
2023-08-01 09:38:49.3849,"159	3991	622	-165	-2	-62",,,,,,,,,
2023-08-01 09:38:49.3849,"158	3993	614	-170	-4	-64",,,,,,,,,
2023-08-01 09:38:49.3849,"153	3987	619	-189	-7	-63",,,,,,,,,
2023-08-01 09:38:49.3849,"154	3990	628	-181	-3	-59",,,,,,,,,
2023-08-01 09:38:49.3849,"162	3988	622	-166	2	-61",,,,,,,,,
2023-08-01 09:38:49.3849,"160	3990	606	-176	-2	-64",,,,,,,,,
2023-08-01 09:38:49.3849,"161	3991	616	-187	-4	-63",,,,,,,,,
2023-08-01 09:38:49.3849,"158	3992	625	-179	-3	-63",,,,,,,,,
2023-08-01 09:38:49.3849,"153	3991	621	-164	1	-64",,,,,,,,,
2023-08-01 09:38:49.3849,"149	3991	606	-171	-4	-61",,,,,,,,,
2023-08-01 09:38:49.3849,"150	3993	615	-187	-6	-61",,,,,,,,,
2023-08-01 09:38:49.3849,"162	3990	629	-188	-4	-59",,,,,,,,,
2023-08-01 09:38:49.3849,"165	3982	636	-174	-2	-64",,,,,,,,,
2023-08-01 09:38:49.3849,"183	3993	638	-178	-3	-73",,,,,,,,,
2023-08-01 09:38:49.3849,"158	3993	626	-154	-1	-80",,,,,,,,,
2023-08-01 09:38:49.3849,"94	3998	574	-104	9	-69",,,,,,,,,
2023-08-01 09:38:49.3849,"110	3997	565	-194	-9	-52",,,,,,,,,
2023-08-01 09:38:49.3849,"166	3987	643	-283	-22	-39",,,,,,,,,
2023-08-01 09:38:49.3849,"210	3982	672	-162	-7	-61",,,,,,,,,
2023-08-01 09:38:50.3850,"181	3992	613	-120	13	-76",,,,,,,,,
2023-08-01 09:38:50.3850,"106	3998	582	-137	2	-76",,,,,,,,,
2023-08-01 09:38:50.3850,"101	3995	589	-208	-13	-54",,,,,,,,,
2023-08-01 09:38:50.3850,"145	3990	635	-210	-13	-48",,,,,,,,,
2023-08-01 09:38:50.3850,"192	3992	634	-162	7	-49",,,,,,,,,
2023-08-01 09:38:50.3850,"181	3986	631	-161	-2	-73",,,,,,,,,
2023-08-01 09:38:50.3850,"141	3987	627	-172	-3	-69",,,,,,,,,
2023-08-01 09:38:50.3850,"134	3990	601	-146	-3	-60",,,,,,,,,
2023-08-01 09:38:50.3850,"158	3991	612	-187	-6	-47",,,,,,,,,
2023-08-01 09:38:50.3850,"184	3994	624	-186	-6	-60",,,,,,,,,
2023-08-01 09:38:50.3850,"166	3988	642	-168	-4	-63",,,,,,,,,
2023-08-01 09:38:50.3850,"140	3991	618	-151	3	-62",,,,,,,,,
2023-08-01 09:38:50.3850,"138	3996	587	-197	-9	-58",,,,,,,,,
2023-08-01 09:38:50.3850,"161	3986	627	-205	-6	-56",,,,,,,,,
2023-08-01 09:38:50.3850,"176	3990	621	-162	-13	-58",,,,,,,,,
2023-08-01 09:38:50.3850,"156	3986	611	-190	-15	-63",,,,,,,,,
2023-08-01 09:38:50.3850,"150	3988	619	-154	-17	-61",,,,,,,,,
2023-08-01 09:38:50.3850,"155	3994	604	-158	-18	-59",,,,,,,,,
2023-08-01 09:38:50.3850,"161	3987	630	-228	-43	-58",,,,,,,,,
2023-08-01 09:38:50.3850,"157	3989	636	-165	-35	-60",,,,,,,,,
2023-08-01 09:38:50.3850,"155	3989	610	-158	-43	-61",,,,,,,,,
2023-08-01 09:38:50.3850,"150	3993	615	-195	-61	-60",,,,,,,,,
2023-08-01 09:38:50.3850,"160	3993	624	-184	-50	-57",,,,,,,,,
2023-08-01 09:38:50.3850,"168	3986	632	-185	-59	-56",,,,,,,,,
2023-08-01 09:38:50.3850,"156	3990	609	-158	-64	-60",,,,,,,,,
2023-08-01 09:38:50.3850,"155	3993	609	-193	-67	-61",,,,,,,,,
2023-08-01 09:38:50.3850,"160	3989	632	-188	-69	-54",,,,,,,,,
2023-08-01 09:38:50.3850,"155	3991	624	-170	-61	-57",,,,,,,,,
2023-08-01 09:38:50.3850,"161	3990	615	-169	-70	-57",,,,,,,,,
2023-08-01 09:38:50.3850,"154	3993	624	-184	-68	-62",,,,,,,,,
2023-08-01 09:38:50.3850,"150	3992	626	-165	-82	-55",,,,,,,,,
2023-08-01 09:38:50.3850,"158	3990	618	-158	-74	-56",,,,,,,,,
2023-08-01 09:38:50.3850,"163	3993	601	-199	-87	-60",,,,,,,,,
2023-08-01 09:38:50.3850,"154	3994	618	-228	-98	-62",,,,,,,,,
2023-08-01 09:38:50.3850,"151	3992	632	-150	-96	-57",,,,,,,,,
2023-08-01 09:38:50.3850,"154	3990	599	-132	-90	-59",,,,,,,,,
2023-08-01 09:38:51.3851,"155	3990	596	-216	-118	-58",,,,,,,,,
2023-08-01 09:38:51.3851,"151	3985	633	-213	-110	-61",,,,,,,,,
2023-08-01 09:38:51.3851,"148	3991	625	-145	-109	-56",,,,,,,,,
2023-08-01 09:38:51.3851,"157	3994	614	-174	-115	-56",,,,,,,,,
2023-08-01 09:38:51.3851,"165	3992	622	-202	-118	-57",,,,,,,,,
2023-08-01 09:38:51.3851,"162	3990	612	-185	-114	-65",,,,,,,,,
2023-08-01 09:38:51.3851,"145	3989	623	-184	-119	-63",,,,,,,,,
2023-08-01 09:38:51.3851,"150	3993	626	-152	-120	-55",,,,,,,,,
2023-08-01 09:38:51.3851,"162	3996	615	-199	-119	-57",,,,,,,,,
2023-08-01 09:38:51.3851,"164	3990	629	-190	-118	-60",,,,,,,,,
2023-08-01 09:38:51.3851,"153	3987	621	-163	-118	-63",,,,,,,,,
2023-08-01 09:38:51.3851,"148	3988	622	-196	-136	-57",,,,,,,,,
2023-08-01 09:38:51.3851,"165	3990	618	-185	-125	-58",,,,,,,,,
2023-08-01 09:38:51.3851,"164	3993	611	-198	-134	-64",,,,,,,,,
2023-08-01 09:38:51.3851,"151	3993	620	-213	-136	-61",,,,,,,,,
2023-08-01 09:38:51.3851,"150	3990	621	-200	-128	-61",,,,,,,,,
2023-08-01 09:38:51.3851,"158	3992	611	-201	-129	-61",,,,,,,,,
2023-08-01 09:38:51.3851,"160	3991	615	-211	-131	-65",,,,,,,,,
2023-08-01 09:38:51.3851,"151	3992	628	-187	-122	-76",,,,,,,,,
2023-08-01 09:38:51.3851,"137	3998	616	-187	-126	-60",,,,,,,,,
2023-08-01 09:38:51.3851,"154	3995	620	-197	-126	-61",,,,,,,,,
2023-08-01 09:38:51.3851,"174	3993	640	-226	-128	-47",,,,,,,,,
2023-08-01 09:38:51.3851,"193	3993	626	-185	-119	-75",,,,,,,,,
2023-08-01 09:38:51.3851,"161	3992	628	-220	-116	-75",,,,,,,,,
2023-08-01 09:38:51.3851,"140	3994	623	-187	-103	-66",,,,,,,,,
2023-08-01 09:38:51.3851,"153	3984	641	-208	-98	-62",,,,,,,,,
2023-08-01 09:38:51.3851,"195	3978	652	-172	-95	-72",,,,,,,,,
2023-08-01 09:38:51.3851,"107	3999	589	-88	-63	-94",,,,,,,,,
2023-08-01 09:38:51.3851,"183	4002	553	-153	-65	-49",,,,,,,,,
2023-08-01 09:38:51.3851,"150	3994	621	-298	-81	-73",,,,,,,,,
2023-08-01 09:38:51.3851,"170	3992	676	-220	-70	-61",,,,,,,,,
2023-08-01 09:38:51.3851,"166	3987	625	-124	-39	-80",,,,,,,,,
2023-08-01 09:38:51.3851,"154	3997	574	-129	-32	-70",,,,,,,,,
2023-08-01 09:38:51.3851,"133	3992	588	-263	-54	-70",,,,,,,,,
2023-08-01 09:38:52.3852,"158	3985	681	-281	-53	-66",,,,,,,,,
2023-08-01 09:38:52.3852,"159	3994	607	-94	-14	-70",,,,,,,,,
2023-08-01 09:38:52.3852,"159	3995	578	-162	14	-76",,,,,,,,,
2023-08-01 09:38:52.3852,"140	3993	627	-270	-51	-75",,,,,,,,,
2023-08-01 09:38:52.3852,"140	3993	640	-203	-7	-72",,,,,,,,,
2023-08-01 09:38:52.3852,"172	3992	618	-175	9	-71",,,,,,,,,
2023-08-01 09:38:52.3852,"171	3995	596	-153	25	-75",,,,,,,,,
2023-08-01 09:38:52.3852,"148	3995	612	-204	19	-78",,,,,,,,,
2023-08-01 09:38:52.3852,"146	3988	653	-219	23	-72",,,,,,,,,
2023-08-01 09:38:52.3852,"155	3993	630	-101	51	-73",,,,,,,,,
2023-08-01 09:38:52.3852,"163	3994	600	-141	56	-71",,,,,,,,,
2023-08-01 09:38:52.3852,"144	3992	595	-255	23	-79",,,,,,,,,
2023-08-01 09:38:52.3852,"148	3990	629	-289	36	-64",,,,,,,,,
2023-08-01 09:38:52.3852,"159	3986	628	-205	43	-67",,,,,,,,,
2023-08-01 09:38:52.3852,"154	3990	604	-207	35	-68",,,,,,,,,
2023-08-01 09:38:52.3852,"163	3990	616	-224	22	-74",,,,,,,,,
2023-08-01 09:38:52.3852,"147	3986	636	-221	37	-76",,,,,,,,,
2023-08-01 09:38:52.3852,"33	4015	572	-184	-187	-54",,,,,,,,,
2023-08-01 09:38:52.3852,"187	3978	675	-322	-319	57",,,,,,,,,
2023-08-01 09:38:52.3852,"221	3983	701	-213	-226	-123",,,,,,,,,
2023-08-01 09:38:52.3852,"149	4000	598	-52	-473	-124",,,,,,,,,
