Timestamp,Data,,,,,,,,,
2023-08-01 09:38:47.3847,"625	-177	-1	-63",,,,,,,,,
2023-08-01 09:38:52.3852,"162	4018	574	-204	-656	-146",,,,,,,,,
2023-08-01 09:38:52.3852,"30	3116	602	-328	-877	-106",,,,,,,,,
2023-08-01 09:38:52.3852,"-596	2818	676	-270	-889	-49",,,,,,,,,
2023-08-01 09:38:52.3852,"-716	1530	572	-91	-752	-38",,,,,,,,,
2023-08-01 09:38:52.3852,"-713	2404	533	-148	-1037	-87",,,,,,,,,
2023-08-01 09:38:52.3852,"-1062	2490	533	-94	-1020	-221",,,,,,,,,
2023-08-01 09:38:52.3852,"-1738	2153	527	-308	-1115	-183",,,,,,,,,
2023-08-01 09:38:52.3852,"-3100	2236	612	-408	-1170	-72",,,,,,,,,
2023-08-01 09:38:52.3852,"-1438	2732	653	-200	-1104	-31",,,,,,,,,
2023-08-01 09:38:52.3852,"-720	2034	694	-50	-1070	-18",,,,,,,,,
2023-08-01 09:38:52.3852,"-883	1745	522	-101	-1115	-86",,,,,,,,,
2023-08-01 09:38:52.3852,"-541	1219	472	-297	-1281	-77",,,,,,,,,
2023-08-01 09:38:52.3852,"-380	2010	402	-314	-1251	-81",,,,,,,,,
2023-08-01 09:38:52.3852,"-394	1771	533	-362	-1274	-70",,,,,,,,,
2023-08-01 09:38:53.3853,"-259	1965	579	-232	-1227	-39",,,,,,,,,
2023-08-01 09:38:53.3853,"-321	1206	692	14	-1115	-73",,,,,,,,,
2023-08-01 09:38:53.3853,"-716	1589	538	-96	-1136	-130",,,,,,,,,
2023-08-01 09:38:53.3853,"-414	2438	594	-315	-1313	-108",,,,,,,,,
2023-08-01 09:38:53.3853,"-275	2481	523	-327	-1363	-80",,,,,,,,,
2023-08-01 09:38:53.3853,"-304	2198	605	-284	-1269	-57",,,,,,,,,
2023-08-01 09:38:53.3853,"-579	1830	662	-235	-1270	49",,,,,,,,,
2023-08-01 09:38:53.3853,"-1101	1999	612	-82	-1157	-13",,,,,,,,,
2023-08-01 09:38:53.3853,"-784	1912	554	-125	-1280	-174",,,,,,,,,
2023-08-01 09:38:53.3853,"-744	2247	529	-347	-1369	-71",,,,,,,,,
2023-08-01 09:38:53.3853,"-697	2097	577	-334	-1341	-66",,,,,,,,,
2023-08-01 09:38:53.3853,"-699	1292	724	-276	-1353	-37",,,,,,,,,
2023-08-01 09:38:53.3853,"-909	1264	741	-121	-1284	7",,,,,,,,,
2023-08-01 09:38:53.3853,"-711	743	567	-87	-1317	-99",,,,,,,,,
2023-08-01 09:38:53.3853,"-293	1288	549	-182	-1336	-179",,,,,,,,,
2023-08-01 09:38:53.3853,"-577	2224	620	-357	-1490	-108",,,,,,,,,
2023-08-01 09:38:53.3853,"-501	1767	637	-378	-1379	-12",,,,,,,,,
2023-08-01 09:38:53.3853,"-795	1843	667	-238	-1421	11",,,,,,,,,
2023-08-01 09:38:53.3853,"-1564	1476	704	-118	-1321	-24",,,,,,,,,
2023-08-01 09:38:53.3853,"-927	1616	698	-95	-1342	-114",,,,,,,,,
2023-08-01 09:38:53.3853,"-791	1781	648	-294	-1495	-122",,,,,,,,,
2023-08-01 09:38:53.3853,"-1313	1385	605	-372	-1499	-37",,,,,,,,,
2023-08-01 09:38:53.3853,"-1185	1028	653	-289	-1500	-60",,,,,,,,,
2023-08-01 09:38:53.3853,"-646	1912	603	-177	-1418	-47",,,,,,,,,
2023-08-01 09:38:53.3853,"-383	1925	573	-81	-1340	-108",,,,,,,,,
2023-08-01 09:38:53.3853,"-437	1363	580	-158	-1479	-163",,,,,,,,,
2023-08-01 09:38:53.3853,"-533	1506	555	-322	-1540	-78",,,,,,,,,
2023-08-01 09:38:53.3853,"-1156	1916	548	-378	-1590	-56",,,,,,,,,
2023-08-01 09:38:53.3853,"-958	1721	598	-250	-1532	-77",,,,,,,,,
2023-08-01 09:38:53.3853,"-1180	1996	622	-110	-1426	-4",,,,,,,,,
2023-08-01 09:38:53.3853,"-692	2390	591	-124	-1529	-36",,,,,,,,,
2023-08-01 09:38:53.3853,"-129	3407	618	-254	-1561	-185",,,,,,,,,
2023-08-01 09:38:54.3854,"-235	2330	561	-248	-1685	-102",,,,,,,,,
2023-08-01 09:38:54.3854,"-849	2189	585	-374	-1594	-105",,,,,,,,,
2023-08-01 09:38:54.3854,"-1158	1843	694	-298	-1637	7",,,,,,,,,
2023-08-01 09:38:54.3854,"-1148	1104	614	-75	-1508	8",,,,,,,,,
2023-08-01 09:38:54.3854,"-660	1469	607	-117	-1736	-109",,,,,,,,,
2023-08-01 09:38:54.3854,"-1200	1492	709	-263	-1664	-156",,,,,,,,,
2023-08-01 09:38:54.3854,"-764	1428	564	-422	-1851	-35",,,,,,,,,
2023-08-01 09:38:54.3854,"-449	1673	662	-284	-1697	-73",,,,,,,,,
2023-08-01 09:38:54.3854,"-677	2073	727	-186	-1629	19",,,,,,,,,
2023-08-01 09:38:54.3854,"-391	2445	636	-114	-1689	-73",,,,,,,,,
2023-08-01 09:38:54.3854,"-565	1535	644	-183	-1761	-108",,,,,,,,,
2023-08-01 09:38:54.3854,"-1339	999	547	-326	-1910	-125",,,,,,,,,
2023-08-01 09:38:54.3854,"-904	1875	760	-360	-1870	-62",,,,,,,,,
2023-08-01 09:38:54.3854,"-1313	2797	656	-234	-1818	-69",,,,,,,,,
2023-08-01 09:38:54.3854,"-1057	2187	783	-182	-1733	-33",,,,,,,,,
2023-08-01 09:38:54.3854,"-565	1781	772	-119	-1803	-93",,,,,,,,,
2023-08-01 09:38:54.3854,"-1229	2262	707	-224	-1833	-171",,,,,,,,,
2023-08-01 09:38:54.3854,"-704	1786	694	-346	-1948	-17",,,,,,,,,
2023-08-01 09:38:54.3854,"-861	2098	757	-329	-1888	-66",,,,,,,,,
2023-08-01 09:38:54.3854,"-654	2732	781	-226	-1809	-36",,,,,,,,,
2023-08-01 09:38:54.3854,"-368	3059	843	-107	-1799	11",,,,,,,,,
2023-08-01 09:38:54.3854,"-840	1765	708	-128	-1910	-85",,,,,,,,,
2023-08-01 09:38:54.3854,"-432	2256	700	-320	-2002	-114",,,,,,,,,
2023-08-01 09:38:54.3854,"-472	1842	748	-366	-2058	-84",,,,,,,,,
2023-08-01 09:38:54.3854,"-298	2185	759	-252	-1963	-48",,,,,,,,,
2023-08-01 09:38:54.3854,"-457	1220	754	-222	-1952	-27",,,,,,,,,
2023-08-01 09:38:54.3854,"-342	1182	593	-123	-1890	-28",,,,,,,,,
2023-08-01 09:38:54.3854,"-638	2114	584	-224	-2076	-138",,,,,,,,,
2023-08-01 09:38:54.3854,"-1647	1733	743	-370	-2110	-91",,,,,,,,,
2023-08-01 09:38:54.3854,"-1183	2230	774	-321	-2169	-61",,,,,,,,,
2023-08-01 09:38:54.3854,"-916	1267	741	-198	-2042	-49",,,,,,,,,
2023-08-01 09:38:55.3855,"-544	1546	773	-205	-2014	-46",,,,,,,,,
2023-08-01 09:38:55.3855,"-1033	1646	727	-78	-2085	-66",,,,,,,,,
2023-08-01 09:38:55.3855,"-707	1486	668	-273	-2249	-121",,,,,,,,,
2023-08-01 09:38:55.3855,"-794	1669	711	-393	-2264	-86",,,,,,,,,
2023-08-01 09:38:55.3855,"-346	1660	762	-299	-2195	-51",,,,,,,,,
2023-08-01 09:38:55.3855,"-353	1912	760	-271	-2151	-23",,,,,,,,,
2023-08-01 09:38:55.3855,"-612	1729	709	-90	-2090	-53",,,,,,,,,
2023-08-01 09:38:55.3855,"-835	1239	649	-170	-2245	-81",,,,,,,,,
2023-08-01 09:38:55.3855,"-1185	1597	731	-342	-2264	-116",,,,,,,,,
2023-08-01 09:38:55.3855,"-847	1071	765	-362	-2340	-58",,,,,,,,,
2023-08-01 09:38:55.3855,"-342	1639	737	-314	-2238	-79",,,,,,,,,
2023-08-01 09:38:55.3855,"-178	2009	767	-181	-2208	-52",,,,,,,,,
2023-08-01 09:38:55.3855,"-243	1778	655	-119	-2184	-72",,,,,,,,,
2023-08-01 09:38:55.3855,"-153	2122	655	-283	-2403	-125",,,,,,,,,
2023-08-01 09:38:55.3855,"-343	2530	708	-350	-2392	-49",,,,,,,,,
2023-08-01 09:38:55.3855,"-346	2891	721	-327	-2339	-36",,,,,,,,,
2023-08-01 09:38:55.3855,"-274	1420	679	-257	-2270	-98",,,,,,,,,
2023-08-01 09:38:55.3855,"-595	1167	738	-137	-2149	5",,,,,,,,,
2023-08-01 09:38:55.3855,"-255	2276	769	-134	-2305	-87",,,,,,,,,
2023-08-01 09:38:55.3855,"-219	2425	673	-278	-2440	-167",,,,,,,,,
2023-08-01 09:38:55.3855,"-480	1878	772	-376	-2470	3",,,,,,,,,
2023-08-01 09:38:55.3855,"-1082	2698	764	-260	-2340	-17",,,,,,,,,
2023-08-01 09:38:55.3855,"-643	2555	677	-237	-2322	-20",,,,,,,,,
2023-08-01 09:38:55.3855,"-265	2144	774	-162	-2296	22",,,,,,,,,
2023-08-01 09:38:55.3855,"-418	1909	723	-178	-2393	-65",,,,,,,,,
2023-08-01 09:38:55.3855,"-363	3738	704	-326	-2420	-111",,,,,,,,,
2023-08-01 09:38:55.3855,"-491	2460	680	-448	-2479	-17",,,,,,,,,
2023-08-01 09:38:55.3855,"-985	1812	748	-226	-2381	-45",,,,,,,,,
2023-08-01 09:38:55.3855,"-554	1796	697	-165	-2375	-76",,,,,,,,,
2023-08-01 09:38:55.3855,"-547	1320	746	-155	-2335	-78",,,,,,,,,
2023-08-01 09:38:55.3855,"-629	2044	812	-251	-2436	-60",,,,,,,,,
2023-08-01 09:38:55.3855,"-683	2022	832	-412	-2508	-55",,,,,,,,,
2023-08-01 09:38:56.3856,"-760	1244	790	-312	-2464	7",,,,,,,,,
2023-08-01 09:38:56.3856,"-730	1662	699	-238	-2459	-58",,,,,,,,,
2023-08-01 09:38:56.3856,"-1320	1869	810	-126	-2319	-50",,,,,,,,,
2023-08-01 09:38:56.3856,"-1388	1777	622	-158	-2351	-74",,,,,,,,,
2023-08-01 09:38:56.3856,"-1148	1352	610	-315	-2547	-90",,,,,,,,,
2023-08-01 09:38:56.3856,"-831	1944	671	-421	-2536	-55",,,,,,,,,
2023-08-01 09:38:56.3856,"-1096	2193	769	-263	-2467	-77",,,,,,,,,
2023-08-01 09:38:56.3856,"-853	1852	764	-219	-2377	-68",,,,,,,,,
2023-08-01 09:38:56.3856,"-1596	1039	803	-144	-2310	-95",,,,,,,,,
2023-08-01 09:38:56.3856,"-639	1369	768	-253	-2464	-84",,,,,,,,,
2023-08-01 09:38:56.3856,"-709	916	723	-349	-2526	-139",,,,,,,,,
2023-08-01 09:38:56.3856,"-457	1277	767	-278	-2493	-59",,,,,,,,,
2023-08-01 09:38:56.3856,"-750	1335	671	-209	-2451	-78",,,,,,,,,
2023-08-01 09:38:56.3856,"-524	1818	656	-147	-2352	-29",,,,,,,,,
2023-08-01 09:38:56.3856,"-65	2748	786	-122	-2399	-72",,,,,,,,,
2023-08-01 09:38:56.3856,"-341	2348	705	-275	-2392	-114",,,,,,,,,
2023-08-01 09:38:56.3856,"-205	1941	741	-401	-2452	-74",,,,,,,,,
2023-08-01 09:38:56.3856,"-454	1676	814	-370	-2426	21",,,,,,,,,
2023-08-01 09:38:56.3856,"-620	1356	785	-182	-2343	-52",,,,,,,,,
2023-08-01 09:38:56.3856,"-1284	1743	706	-117	-2191	-58",,,,,,,,,
2023-08-01 09:38:56.3856,"-1586	1399	693	-200	-2278	-29",,,,,,,,,
2023-08-01 09:38:56.3856,"-1812	1222	675	-306	-2262	-128",,,,,,,,,
2023-08-01 09:38:56.3856,"-739	2074	732	-359	-2368	10",,,,,,,,,
2023-08-01 09:38:56.3856,"-1495	1378	702	-246	-2233	-46",,,,,,,,,
2023-08-01 09:38:56.3856,"-635	1886	733	-142	-2186	-61",,,,,,,,,
2023-08-01 09:38:56.3856,"-595	2219	712	-70	-2208	-47",,,,,,,,,
2023-08-01 09:38:56.3856,"-1075	1780	735	-195	-2174	-87",,,,,,,,,
2023-08-01 09:38:56.3856,"-753	1573	646	-358	-2304	-90",,,,,,,,,
2023-08-01 09:38:56.3856,"-548	2037	651	-308	-2206	2",,,,,,,,,
2023-08-01 09:38:56.3856,"-261	2414	840	-211	-2169	-6",,,,,,,,,
2023-08-01 09:38:56.3856,"-1190	2063	659	-146	-2089	-63",,,,,,,,,
2023-08-01 09:38:56.3856,"-876	1822	650	-176	-2155	-66",,,,,,,,,
