Timestamp,Data
2023-08-02 16:14:06.503515,103	-63	4776	-183	14	-79
2023-08-02 16:14:06.503515,104	-59	4781	-183	14	-81
2023-08-02 16:14:06.504515,102	-60	4774	-184	14	-83
2023-08-02 16:14:06.504515,99	-58	4779	-184	16	-81
2023-08-02 16:14:06.505519,10	-59	4779	-183	14	-80
2023-08-02 16:14:06.505519,103	-63	4776	-183	14	-79
2023-08-02 16:14:06.506521,104	-59	4781	-183	14	-81
2023-08-02 16:14:06.507562,102	-60	4774	-184	14	-83
2023-08-02 16:14:06.507562,99	-58	4779	-184	16	-81
2023-08-02 16:14:06.508515,10AcX	AcY	AcZ	GyX	GyY	GyZ
2023-08-02 16:14:06.509518,105	-62	4779	-184	17	-81
2023-08-02 16:14:06.510518,113	-63	4780	-184	17	-79
2023-08-02 16:14:06.510518,105	-64	4783	-184	17	-80
2023-08-02 16:14:06.531514,103	-62	4778	-184	17	-78
2023-08-02 16:14:06.559857,105	-60	4776	-182	19	-80
2023-08-02 16:14:06.587833,103	-61	4778	-181	17	-81
2023-08-02 16:14:06.612836,100	-58	4774	-182	17	-79
2023-08-02 16:14:06.641952,101	-61	4777	-182	17	-82
2023-08-02 16:14:06.666173,103	-56	4776	-182	14	-81
2023-08-02 16:14:06.695242,99	-59	4778	-181	16	-80
2023-08-02 16:14:06.719368,100	-60	4779	-181	15	-81
2023-08-02 16:14:06.748388,104	-58	4776	-181	17	-81
2023-08-02 16:14:06.773374,99	-63	4783	-181	17	-80
2023-08-02 16:14:06.801764,102	-61	4778	-182	16	-82
2023-08-02 16:14:06.825768,103	-63	4781	-183	16	-81
2023-08-02 16:14:06.854647,102	-61	4780	-183	15	-78
2023-08-02 16:14:06.883198,101	-61	4782	-184	14	-81
2023-08-02 16:14:06.908196,101	-60	4778	-183	14	-80
2023-08-02 16:14:06.936198,104	-60	4781	-182	14	-79
2023-08-02 16:14:06.960942,103	-60	4776	-182	14	-81
2023-08-02 16:14:06.989984,106	-62	4779	-182	15	-79
2023-08-02 16:14:07.014084,109	-60	4776	-181	15	-81
2023-08-02 16:14:07.042985,105	-60	4778	-182	17	-79
2023-08-02 16:14:07.071848,105	-59	4777	-182	14	-78
2023-08-02 16:14:07.096423,108	-59	4784	-184	15	-81
2023-08-02 16:14:07.124419,105	-59	4781	-183	13	-80
2023-08-02 16:14:07.149604,102	-62	4782	-183	15	-79
2023-08-02 16:14:07.178240,99	-61	4778	-183	15	-79
2023-08-02 16:14:07.203251,102	-62	4779	-183	17	-79
2023-08-02 16:14:07.231240,103	-65	4780	-184	17	-81
2023-08-02 16:14:07.259798,106	-63	4778	-184	13	-78
2023-08-02 16:14:07.284879,106	-62	4775	-183	14	-78
2023-08-02 16:14:07.313804,103	-60	4779	-183	16	-81
2023-08-02 16:14:07.338298,105	-59	4778	-182	15	-79
2023-08-02 16:14:07.366518,107	-61	4781	-183	14	-78
2023-08-02 16:14:07.391519,106	-60	4783	-183	18	-80
2023-08-02 16:14:07.419440,98	-61	4778	-183	17	-78
2023-08-02 16:14:07.444604,99	-57	4784	-183	18	-79
2023-08-02 16:14:07.473631,100	-58	4779	-183	16	-81
2023-08-02 16:14:07.497595,100	-57	4778	-183	16	-80
2023-08-02 16:14:07.526820,98	-61	4781	-184	17	-80
2023-08-02 16:14:07.551035,101	-61	4779	-185	18	-80
2023-08-02 16:14:07.579561,102	-61	4776	-185	16	-80
2023-08-02 16:14:07.604523,101	-59	4773	-184	15	-81
2023-08-02 16:14:07.632520,104	-60	4780	-184	16	-80
2023-08-02 16:14:07.661044,101	-61	4783	-185	15	-81
2023-08-02 16:14:07.686146,103	-64	4778	-183	14	-81
2023-08-02 16:14:07.715045,101	-63	4776	-182	15	-82
2023-08-02 16:14:07.739045,101	-58	4778	-182	17	-79
2023-08-02 16:14:07.767644,95	-59	4779	-183	17	-79
2023-08-02 16:14:07.792645,97	-61	4777	-184	15	-83
2023-08-02 16:14:07.817572,99	-62	4781	-184	17	-82
2023-08-02 16:14:07.845585,104	-58	4777	-182	16	-81
2023-08-02 16:14:07.874919,106	-57	4778	-182	16	-80
2023-08-02 16:14:07.899011,100	-61	4781	-183	16	-80
2023-08-02 16:14:07.927859,100	-59	4783	-183	16	-82
2023-08-02 16:14:07.952927,101	-61	4780	-183	15	-83
2023-08-02 16:14:07.980906,104	-60	4784	-184	16	-82
2023-08-02 16:14:08.009830,102	-61	4784	-182	15	-81
2023-08-02 16:14:08.033920,100	-59	4778	-183	15	-81
2023-08-02 16:14:08.059073,98	-61	4776	-184	15	-79
2023-08-02 16:14:08.087165,102	-59	4780	-183	17	-80
2023-08-02 16:14:08.115496,100	-57	4778	-184	18	-81
2023-08-02 16:14:08.140636,102	-62	4776	-185	16	-81
2023-08-02 16:14:08.169944,100	-58	4781	-184	18	-82
2023-08-02 16:14:08.194091,99	-61	4779	-183	14	-80
2023-08-02 16:14:08.223089,104	-64	4777	-181	15	-80
2023-08-02 16:14:08.247100,104	-60	4776	-182	16	-83
2023-08-02 16:14:08.276140,101	-61	4780	-182	17	-82
2023-08-02 16:14:08.300962,101	-60	4789	-183	14	-83
2023-08-02 16:14:08.328963,104	-62	4779	-184	17	-83
2023-08-02 16:14:08.358072,106	-61	4779	-183	15	-79
2023-08-02 16:14:08.382541,102	-61	4776	-183	16	-81
2023-08-02 16:14:08.410829,101	-62	4776	-184	16	-79
2023-08-02 16:14:08.435832,100	-59	4779	-184	15	-79
2023-08-02 16:14:08.464344,103	-60	4776	-184	15	-81
2023-08-02 16:14:08.493364,102	-58	4773	-185	12	-81
2023-08-02 16:14:08.518018,103	-59	4775	-184	15	-83
2023-08-02 16:14:08.546025,104	-62	4781	-185	14	-82
2023-08-02 16:14:08.570620,103	-61	4780	-183	17	-80
